mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
66	66	585/2	585/2	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	1116												
66	66	294	294	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	1117												
66	66	591/2	591/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	1118												
67	67	597/2	597/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1119									129			
67	67	300	300	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1120												
67	67	597/2	597/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	1121												
67	67	300	300	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	1122												
67	67	297	297	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1123									130			
67	67	1189/4	1189/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1124									130			
67	67	595/2	595/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1125									130			
67	67	1191/4	1191/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1126									130			
67	67	298	298	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1127									130			
67	67	1193/4	1193/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1128												
67	67	597/2	597/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1129									131			
67	67	1195/4	1195/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1130									131			
67	67	299	299	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1131									131			
67	67	1197/4	1197/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1132									131			
67	67	599/2	599/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1133									131			
67	67	1199/4	1199/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1134									131			
67	67	300	300	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	1135												
67	67	297	297	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	1136												
67	67	597/2	597/2	3.0	3/8	3/8	Chord	9/8	2	2	3/4		1/2	3/2	1137												
68	68	603/2	603/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1138									132			
68	68	1207/4	1207/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1139									132			
68	68	302	302	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1140									132			
68	68	1209/4	1209/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1141									132			
68	68	605/2	605/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1142									132			
68	68	1211/4	1211/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1143												
68	68	303	303	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1144									133			
68	68	1213/4	1213/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1145									133			
68	68	607/2	607/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1146									133			
68	68	1215/4	1215/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1147									133			
68	68	304	304	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1148									133			
68	68	1217/4	1217/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1149												
68	68	609/2	609/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1150									134			
68	68	1219/4	1219/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1151									134			
68	68	305	305	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1152									134			
68	68	1221/4	1221/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1153									134			
68	68	611/2	611/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	1154									134			
68	68	1223/4	1223/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1155												
68	68	603/2	603/2	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	1156												
68	68	303	303	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	1157												
68	68	609/2	609/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	1158												
69	69	615/2	615/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1159									135			
69	69	309	309	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1160												
69	69	615/2	615/2	3.0	3/8	3/8	Chord	9/8	1	2	3/4		1/2	3/2	1161												
69	69	306	306	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1162									136			
69	69	1225/4	1225/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1163									136			
69	69	613/2	613/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1164									136			
69	69	1227/4	1227/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1165									136			
69	69	307	307	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1166									136			
69	69	1229/4	1229/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1167												
69	69	615/2	615/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1168									137			
69	69	1231/4	1231/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1169									137			
69	69	308	308	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1170									137			
69	69	1233/4	1233/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1171									137			
69	69	617/2	617/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1172									137			
69	69	1235/4	1235/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1173									137			
69	69	309	309	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	1174												
69	69	306	306	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	1175												
69	69	615/2	615/2	3.0	3/8	3/8	Chord	9/8	2	2	3/4		1/2	3/2	1176												
70	70	621/2	621/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	1177									138			
70	70	312	312	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1178									138			
70	70	627/2	627/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1179												
70	70	621/2	621/2	3.0	0	0	Chord	9/8	1	2	3/4		1/2	3/2	1180												
70	70	627/2	627/2	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	1181												
70	70	621/2	621/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1182									139			
70	70	1243/4	1243/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1183									139			
70	70	311	311	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1184									139			
70	70	1245/4	1245/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1185									139			
70	70	623/2	623/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1186									139			
70	70	1247/4	1247/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1187									139			
70	70	312	312	1.5	3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	1188												
70	70	627/2	627/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	1189												
70	70	621/2	621/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	1190												
70	70	627/2	627/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	1191												
71	71	315	315	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	1192												
71	71	318	318	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1193												
71	71	315	315	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1194									140			
71	71	1261/4	1261/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1195									140			
71	71	631/2	631/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1196									140			
71	71	1263/4	1263/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1197									140			
71	71	316	316	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1198									140			
71	71	1265/4	1265/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1199									140			
71	71	633/2	633/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	1200									140			
71	71	317	317	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	1201									140			
71	71	635/2	635/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	1202									140			
71	71	318	318	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	1203									140			
71	71	637/2	637/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	1204									140			
71	71	319	319	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	1205												
71	71	315	315	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	1206												
72	72	639/2	639/2	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	1207												
72	72	639/2	639/2	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	1208												
