mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
136	136	1083/2	1083/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1591									151			
136	136	542	542	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1592									151			
136	136	1085/2	1085/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1593									151			
136	136	543	543	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1594									151			
136	136	1087/2	1087/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1595												
136	136	542	542	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	1596												
137	137	544	544	0.0	0	0	StaffText	4/4	1	1	0						più									
137	137	544	544	0.0	0	0	Dynamic	4/4	1	1	0				p											
137	137	544	544	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1597									152			
137	137	1089/2	1089/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1598									152			
137	137	545	545	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1599									152			
137	137	1091/2	1091/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1600									152			
137	137	546	546	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1601									152			
137	137	1093/2	1093/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1602									152			
137	137	547	547	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1603									152			
137	137	1095/2	1095/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1604												
137	137	546	546	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	1605												
138	138	548	548	0.0	0	0	Dynamic	4/4	1	1	0				pp											
138	138	548	548	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1606		articStaccatoAbove										
138	138	549	549	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1607		articStaccatoAbove										
138	138	550	550	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1608		articTenutoAbove										
138	138	550	550	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	1609												
138	138	1097/2	1097/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1610									153			
138	138	549	549	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1611									153			
138	138	1099/2	1099/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1612												
138	138	1101/2	1101/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1613									154			
138	138	551	551	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1614									154			
138	138	1103/2	1103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1615												
139	139	552	552	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1616									155			
139	139	553	553	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1617									155			
139	139	554	554	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6	1/4	2/3	1618									155			
139	139	1664/3	1664/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6	1/4	2/3	1619									155			
139	139	1666/3	1666/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6	1/4	2/3	1620												
139	139	553	553	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	1621												
139	139	1664/3	1664/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	2	1/6	1/4	2/3	1622												
139	139	1105/2	1105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1623									156			
139	139	553	553	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1624									156			
139	139	1107/2	1107/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1625												
139	139	1109/2	1109/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1626									157			
139	139	555	555	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1627									157			
139	139	1111/2	1111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1628												
140	140	556	556	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1629		articStaccatoAbove										
140	140	557	557	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1630		articStaccatoAbove										
140	140	558	558	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1631		articTenutoAbove										
140	140	558	558	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	1632												
140	140	1113/2	1113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1633									158			
140	140	557	557	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1634									158			
140	140	1115/2	1115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1635												
140	140	1117/2	1117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1636									159			
140	140	559	559	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1637									159			
140	140	1119/2	1119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1638												
141	141	560	560	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1639									160			
141	141	561	561	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1640									160			
141	141	562	562	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6	1/4	2/3	1641									160			
141	141	1688/3	1688/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6	1/4	2/3	1642									160			
141	141	1690/3	1690/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6	1/4	2/3	1643												
141	141	561	561	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	1644												
141	141	1688/3	1688/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	2	1/6	1/4	2/3	1645												
141	141	1121/2	1121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1646									161			
141	141	561	561	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1647									161			
141	141	1123/2	1123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1648												
141	141	1125/2	1125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1649									162			
141	141	563	563	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1650									162			
141	141	1127/2	1127/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1651												
142	142	564	564	0.0	0	0	StaffText	4/4	1	1	0						rit.									
142	142	564	564	0.0	0	0	Spanner	4/4	1	1	0															24
142	142	564	564	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1652		articStaccatoAbove										24
142	142	565	565	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1653		articStaccatoAbove										24
142	142	566	566	0.0	1/2	1/2	Spanner	4/4	1	1	0															
142	142	566	566	0.0	1/2	1/2	Spanner	4/4	1	1	0														17	
142	142	566	566	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6	1/4	2/3	1654									163		17	
142	142	1700/3	1700/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6	1/4	2/3	1655									163		17	
142	142	1702/3	1702/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6	1/4	2/3	1656											17	
142	142	565	565	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	1657											17	
142	142	1700/3	1700/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	2	1/6	1/4	2/3	1658											17	
142	142	1129/2	1129/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1659									164			
142	142	565	565	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1660									164			
142	142	1131/2	1131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1661												
142	142	1133/2	1133/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1662									165			
142	142	567	567	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1663									165			
142	142	1135/2	1135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1664												
143	143	568	568	0.0	0	0	Dynamic	4/4	1	1	0				pp											
143	143	568	568	0.0	0	0	StaffText	4/4	1	1	0						a tempo									
143	143	568	568	0.0	0	0	Spanner	4/4	1	1	0															
143	143	568	568	4.0	0	0	Chord	4/4	1	1	1	1	1	1665												
143	143	568	568	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1666									166			
143	143	1137/2	1137/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1667									166			
143	143	569	569	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1668									166			
143	143	1139/2	1139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1669									166			
143	143	570	570	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1670									166			
143	143	1141/2	1141/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1671									166			
143	143	571	571	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1672									166			
143	143	1143/2	1143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1673									166			
144	144	572	572	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1674												
144	144	1145/2	1145/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1675												
144	144	573	573	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1676												
144	144	1147/2	1147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1677												
144	144	574	574	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1678												
144	144	1149/2	1149/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1679												
144	144	575	575	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1680												
144	144	1151/2	1151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1681												
145	145	576	576	0.0	0	0	Dynamic	4/4	1	1	0				pp											
145	145	576	576	4.0	0	0	Chord	4/4	1	1	1	1	1	1682												
145	145	578	578	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	1683												
145	145	1157/2	1157/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	1684												
145	145	579	579	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	1685												
145	145	1159/2	1159/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	1686												
145	145	576	576	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1687									167			
145	145	1153/2	1153/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1688									167			
145	145	577	577	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1689									167			
145	145	1155/2	1155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1690									167			
145	145	578	578	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1691									167			
146	146	580	580	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1692												
146	146	1161/2	1161/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1693												
146	146	581	581	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1694												
146	146	1163/2	1163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1695												
146	146	582	582	0.0	1/2	1/2	Spanner	4/4	1	1	0													0		
146	146	582	582	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1696										0		
146	146	1165/2	1165/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1697										0		
146	146	583	583	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1698										0		
146	146	1167/2	1167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1699										0		
147	147	584	584	0.0	0	0	Dynamic	4/4	1	1	0				ppp									0		
147	147	584	584	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1700									168	0		
147	147	1169/2	1169/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1701									168	0		
147	147	585	585	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1702									168	0		
147	147	1171/2	1171/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1703									168	0		
147	147	586	586	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1704									168	0		
147	147	1173/2	1173/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1705									168	0		
147	147	587	587	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1706									168	0		
147	147	1175/2	1175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1707									168	0		
147	147	584	584	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1708									169			
147	147	586	586	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1709									169			
148	148	588	588	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1710									168	0		
148	148	1177/2	1177/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1711									168	0		
148	148	589	589	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1712									168	0		
148	148	1179/2	1179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1713									168	0		
148	148	590	590	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1714									168	0		
148	148	1181/2	1181/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1715									168	0		
148	148	591	591	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1716									168	0		
148	148	1183/2	1183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1717										0		
148	148	588	588	4.0	0	0	Chord	4/4	2	1	1	1	1	1718												
149	149	592	592	0.0	0	0	Spanner	4/4	1	1	0															
149	149	592	592	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1719									170			
149	149	1185/2	1185/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1720									170			
149	149	593	593	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1721									170			
149	149	1187/2	1187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1722									170			
149	149	594	594	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1723									170			
149	149	1189/2	1189/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1724									170			
149	149	595	595	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1725									170			
149	149	1191/2	1191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1726									170			
149	149	592	592	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1727									171			
149	149	594	594	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1728									171			
150	150	596	596	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1729									170			
150	150	1193/2	1193/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1730									170			
150	150	597	597	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1731									170			
150	150	1195/2	1195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1732									170			
150	150	598	598	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1733									170			
150	150	1197/2	1197/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1734									170			
150	150	599	599	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1735									170			
150	150	1199/2	1199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1736									170			
150	150	596	596	4.0	0	0	Chord	4/4	2	1	1	1	1	1737												
151	151	600	600	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1738									170			
151	151	1201/2	1201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1739									170			
151	151	601	601	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1740									170			
151	151	1203/2	1203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1741									170			
151	151	602	602	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1742									170			
151	151	1205/2	1205/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1743									170			
151	151	603	603	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1744									170			
151	151	1207/2	1207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1745												
151	151	600	600	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1746												
151	151	602	602	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1747												
152	152	604	604	4.0	0	0	Chord	4/4	1	1	1	1	1	1748												
152	152	604	604	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1749									172			
152	152	1209/2	1209/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1750									172			
152	152	605	605	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1751									172			
152	152	1211/2	1211/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1752									172			
152	152	606	606	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1753									172			
152	152	1213/2	1213/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1754									172			
152	152	607	607	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1755									172			
152	152	1215/2	1215/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1756									172			
153	153	608	608	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1757												
153	153	1217/2	1217/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1758												
153	153	609	609	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1759												
153	153	1219/2	1219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1760												
153	153	610	610	0.0	1/2	1/2	Spanner	4/4	1	1	0													1		
153	153	610	610	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1761										1		
153	153	1221/2	1221/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1762										1		
153	153	611	611	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1763										1		
153	153	1223/2	1223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1764										1		
154	154	612	612	0.0	0	0	Dynamic	4/4	1	1	0				ppp									1		
154	154	612	612	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1765										1		
154	154	1225/2	1225/2	0.0	1/8	1/8	Spanner	4/4	1	1	0															
154	154	612	612	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1766												
155	155	616	616	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1767												
155	155	616	616	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1768												
156	156	620	620	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1769												
156	156	620	620	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1770												
