mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
45	45	357/2	357/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	539									42			
45	45	179	179	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	540									42			
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	541												
46	46	180	180	0.0	0	0	Spanner	4/4	1	1	0															
46	46	180	180	4.0	0	0	Chord	4/4	1	1	1	1	1	542												
46	46	180	180	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	543												
46	46	181	181	0.0	1/4	1/4	Spanner	4/4	1	2	0															6
46	46	181	181	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	544												6
46	46	180	180	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	545									43			
46	46	361/2	361/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	546									43			
46	46	181	181	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	547									43			
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	548									43			
46	46	182	182	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	549									43			
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	550									43			
46	46	183	183	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	551									43			
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	552												
47	47	184	184	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	553									44			
47	47	185	185	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	554									44			
47	47	186	186	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6	1/4	2/3	555									44			
47	47	560/3	560/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6	1/4	2/3	556									44			
47	47	562/3	562/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6	1/4	2/3	557									44			
47	47	184	184	0.0	0	0	Spanner	4/4	1	2	0															
47	47	184	184	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	558												
47	47	186	186	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	559												
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	560									45			
47	47	185	185	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	561									45			
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	562												
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	563									46			
47	47	187	187	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	564									46			
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	565												
48	48	188	188	0.0	0	0	Spanner	4/4	1	1	0												44		4	
48	48	188	188	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	566									44		4	
48	48	190	190	0.0	1/2	1/2	Spanner	4/4	1	1	0												44			
48	48	190	190	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	567									44			
48	48	191	191	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	568												
48	48	377/2	377/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	569									47			
48	48	189	189	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	570									47			
48	48	379/2	379/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	571												
48	48	381/2	381/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	572									48			
48	48	191	191	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	573									48			
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	574												
49	49	192	192	0.0	0	0	Spanner	4/4	1	1	0															7
49	49	192	192	0.6666666666666666	0	0	Chord	4/4	1	1	1/6	1/4	2/3	575									49			7
49	49	578/3	578/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6	1/4	2/3	576									49			7
49	49	580/3	580/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6	1/4	2/3	577									49			7
49	49	194	194	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	578									49			7
49	49	192	192	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	579												7
49	49	194	194	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	580												7
49	49	195	195	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	581												7
49	49	385/2	385/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	582									50			
49	49	193	193	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	583									50			
49	49	387/2	387/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	584												
49	49	389/2	389/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	585									51			
49	49	195	195	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	586									51			
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	587												
50	50	196	196	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	588									49			7
50	50	197	197	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	589									49			7
50	50	198	198	0.0	1/2	1/2	Spanner	4/4	1	1	0												49			
50	50	198	198	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	590									49			
50	50	199	199	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	591									49			
50	50	196	196	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	592									52			
50	50	393/2	393/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	593									52			
50	50	197	197	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	594									52			
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	595									52			
50	50	198	198	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	596									52			
50	50	397/2	397/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	597									52			
50	50	199	199	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	598									52			
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	599												
51	51	200	200	0.0	0	0	Dynamic	4/4	1	1	0				p								49			
51	51	200	200	4.0	0	0	Chord	4/4	1	1	1	1	1	600									49			
51	51	200	200	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	601												
51	51	201	201	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	602												
51	51	202	202	0.0	1/2	1/2	Spanner	4/4	1	2	0															8
51	51	202	202	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	603												8
51	51	203	203	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	604												8
51	51	401/2	401/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	605									53			
51	51	201	201	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	606									53			
51	51	403/2	403/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	607												
51	51	405/2	405/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	608									54			
51	51	203	203	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	609									54			
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	610												
52	52	204	204	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	611									49			8
52	52	206	206	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6	1/4	2/3	612									49			
52	52	620/3	620/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6	1/4	2/3	613									49			
52	52	622/3	622/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6	1/4	2/3	614												
52	52	204	204	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	615												
52	52	205	205	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	616												
52	52	206	206	0.0	1/2	1/2	Spanner	4/4	1	2	0															
52	52	206	206	0.0	1/2	1/2	Spanner	4/4	1	2	0															9
52	52	206	206	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	617												9
52	52	409/2	409/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	618									55			
52	52	205	205	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	619									55			
52	52	411/2	411/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	620												
52	52	413/2	413/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	621									56			
52	52	207	207	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	622									56			
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	623												
53	53	208	208	0.0	0	0	Dynamic	4/4	1	1	0				p											
53	53	208	208	4.0	0	0	Chord	4/4	1	1	1	1	1	624									57			
53	53	208	208	0.0	0	0	Spanner	4/4	1	2	0															
53	53	208	208	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	625												
53	53	209	209	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	626												
53	53	210	210	0.0	1/2	1/2	Spanner	4/4	1	2	0															10
53	53	210	210	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	627												10
53	53	211	211	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	628												10
53	53	417/2	417/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	629									58			
53	53	209	209	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	630									58			
53	53	419/2	419/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	631												
53	53	421/2	421/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	632									59			
53	53	211	211	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	633									59			
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	634												
54	54	212	212	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	635									57			
54	54	213	213	0.0	1/4	1/4	Spanner	4/4	1	1	0												57		5	
54	54	213	213	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	636									57		5	
54	54	214	214	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	637									57		5	
54	54	215	215	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	638											5	
54	54	212	212	0.0	0	0	Spanner	4/4	1	2	0														5	
54	54	425/2	425/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	639									60			
54	54	213	213	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	640									60			
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	641												
54	54	429/2	429/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	642									61			
54	54	215	215	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	643									61			
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	644												
55	55	216	216	0.0	0	0	Dynamic	4/4	1	1	0				p											
55	55	216	216	0.0	0	0	Spanner	4/4	1	1	0															
55	55	216	216	4.0	0	0	Chord	4/4	1	1	1	1	1	645									62			
55	55	216	216	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	646		articTenutoBelow										
55	55	217	217	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	647		articTenutoBelow										
55	55	218	218	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	648		articTenutoBelow										
55	55	219	219	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	649		articTenutoBelow										
55	55	433/2	433/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	650									63			
55	55	217	217	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	651									63			
55	55	435/2	435/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	652												
55	55	437/2	437/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	653									64			
55	55	219	219	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	654									64			
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	655												
56	56	220	220	0.0	0	0	Spanner	4/4	1	1	0												62			11
56	56	220	220	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	656									62			11
56	56	222	222	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6	1/4	2/3	657									62			11
56	56	668/3	668/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6	1/4	2/3	658									62			11
56	56	670/3	670/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6	1/4	2/3	659												11
56	56	220	220	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	660												11
56	56	221	221	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	661												11
56	56	222	222	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	662												11
56	56	441/2	441/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	663									65			
56	56	221	221	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	664									65			
56	56	443/2	443/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	665												
56	56	445/2	445/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	666									66			
56	56	223	223	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	667									66			
56	56	447/2	447/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	668												
57	57	224	224	0.0	0	0	Spanner	4/4	1	1	0															
57	57	224	224	4.0	0	0	Chord	4/4	1	1	1	1	1	669									67			
57	57	224	224	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	670		articTenutoBelow							68			
57	57	225	225	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	671		articTenutoBelow							68			
57	57	226	226	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	672		articTenutoBelow							68			
57	57	227	227	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	673		articTenutoBelow										
57	57	449/2	449/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	674									69			
57	57	225	225	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	675									69			
57	57	451/2	451/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	676												
57	57	453/2	453/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	677									70			
57	57	227	227	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	678									70			
57	57	455/2	455/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	679												
58	58	228	228	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	680									67			
58	58	229	229	0.0	1/4	1/4	Spanner	4/4	1	1	0												67		6	
58	58	229	229	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	681									67		6	
58	58	230	230	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	682									67		6	
58	58	231	231	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	683											6	
58	58	457/2	457/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	684									71			
58	58	229	229	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	685									71			
58	58	459/2	459/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	686												
58	58	461/2	461/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	687									72			
58	58	231	231	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	688									72			
58	58	463/2	463/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	689												
59	59	232	232	0.0	0	0	Dynamic	4/4	1	1	0				mp											
59	59	232	232	0.0	0	0	Spanner	4/4	1	1	0															
59	59	232	232	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	690		articTenutoAbove										
59	59	233	233	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	691		articStaccatoBelow										
59	59	467/2	467/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	692		articStaccatoBelow										
59	59	234	234	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	693		articStaccatoBelow										
59	59	235	235	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	694		articTenutoAbove										
59	59	232	232	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	695												
59	59	465/2	465/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	696												
59	59	233	233	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	697												
59	59	467/2	467/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	698												
59	59	234	234	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	699												
59	59	469/2	469/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	700												
59	59	235	235	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	701												
59	59	471/2	471/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	702												
60	60	236	236	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	703		articTenutoAbove										
60	60	237	237	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	704		articStaccatoAbove										
60	60	475/2	475/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	705		articStaccatoAbove										
60	60	238	238	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	706		articStaccatoAbove										
60	60	477/2	477/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	707		articStaccatoAbove										
60	60	239	239	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	708		articTenutoAbove										
60	60	236	236	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	709												
60	60	473/2	473/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	710												
60	60	237	237	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	711												
60	60	475/2	475/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	712												
60	60	238	238	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	713												
60	60	477/2	477/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	714												
60	60	239	239	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	715												
60	60	479/2	479/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	716												
61	61	240	240	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	717		articTenutoAbove										
61	61	241	241	0.0	1/4	1/4	Spanner	4/4	1	1	0															12
61	61	241	241	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	718		articStaccatoBelow										12
61	61	483/2	483/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	719		articStaccatoBelow										12
61	61	242	242	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	720		articStaccatoBelow										12
61	61	243	243	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	721		articStaccatoBelow										12
61	61	240	240	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	722												
61	61	481/2	481/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	723												
61	61	241	241	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	724												
61	61	483/2	483/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	725												
61	61	242	242	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	726												
61	61	485/2	485/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	727												
61	61	243	243	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	728												
61	61	487/2	487/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	729												
62	62	244	244	0.0	0	0	Dynamic	4/4	1	1	0				sf											
62	62	244	244	0.0	0	0	Spanner	4/4	1	1	0															
62	62	244	244	4.0	0	0	Chord	4/4	1	1	1	1	1	730		articAccentBelow										
62	62	244	244	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	731												
62	62	489/2	489/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	732												
62	62	245	245	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	733												
62	62	491/2	491/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	734												
62	62	246	246	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	735												
62	62	493/2	493/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	736												
62	62	247	247	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	737												
62	62	495/2	495/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	738												
63	63	248	248	0.0	0	0	Dynamic	4/4	1	1	0				pp											
63	63	248	248	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	739		articTenutoBelow										
63	63	249	249	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	740		articStaccatoBelow										
63	63	499/2	499/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	741		articStaccatoBelow										
63	63	250	250	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	742		articStaccatoBelow										
63	63	251	251	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	743		articStaccatoBelow										
63	63	248	248	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	744												
63	63	497/2	497/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	745												
63	63	249	249	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	746												
63	63	499/2	499/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	747												
63	63	250	250	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	748												
63	63	501/2	501/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	749												
63	63	251	251	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	750												
63	63	503/2	503/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	751												
64	64	252	252	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	752		articTenutoBelow										
64	64	253	253	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	753		articStaccatoBelow										
64	64	507/2	507/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	754		articStaccatoBelow										
64	64	254	254	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	755		articStaccatoBelow										
64	64	509/2	509/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	756		articStaccatoBelow										
64	64	255	255	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	757		articStaccatoBelow										
64	64	252	252	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	758												
64	64	505/2	505/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	759												
64	64	253	253	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	760												
64	64	507/2	507/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	761												
64	64	254	254	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	762												
64	64	509/2	509/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	763												
64	64	255	255	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	764												
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	765												
65	65	256	256	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	766		articTenutoBelow										
65	65	257	257	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	767		articStaccatoBelow										
65	65	515/2	515/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	768		articStaccatoBelow										
65	65	258	258	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	769		articStaccatoBelow										
65	65	259	259	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	770		articTenutoBelow										
65	65	256	256	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	771												
65	65	513/2	513/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	772												
65	65	257	257	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	773												
65	65	515/2	515/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	774												
65	65	258	258	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	775												
65	65	517/2	517/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	776												
65	65	259	259	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	777												
65	65	519/2	519/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	778												
66	66	260	260	0.0	0	0	Spanner	4/4	1	1	0															13
66	66	260	260	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	779		articAccentBelow										13
66	66	262	262	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	780		articAccentBelow										13
66	66	260	260	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	781												
66	66	521/2	521/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	782												
66	66	261	261	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	783												
66	66	523/2	523/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	784												
66	66	262	262	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	785												
66	66	525/2	525/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	786												
66	66	263	263	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	787												
66	66	527/2	527/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	788												
67	67	264	264	0.0	0	0	Dynamic	4/4	1	1	0				mf											
67	67	264	264	0.0	0	0	Spanner	4/4	1	1	0															
67	67	264	264	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	789		articTenutoAbove										
67	67	265	265	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	790		articStaccatoAbove										
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	791		articStaccatoAbove										
67	67	266	266	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	792		articStaccatoAbove										
67	67	267	267	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	793		articTenutoAbove										
67	67	264	264	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	794												
67	67	529/2	529/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	795												
67	67	265	265	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	796												
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	797												
67	67	266	266	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	798												
67	67	533/2	533/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	799												
67	67	267	267	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	800												
